Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Blake, Alyssa M.",57194182682,4,"Materials Science
Chemistry
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"Blake, James T.",7201880668,4,"Computer Science
Engineering
Mathematics
",,
"Blalock, Merritt E.",6508173831,4,"Engineering
Environmental Science
Earth and Planetary Sciences
",,
"Blumenthal, Hank",57197224089,4,"Computer Science
Engineering
",,
"Boddorff, Andrew K.",57212585176,4,"Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Chemistry
",,
"Boddupalli, Sreekar Shashank",57203412497,4,"Engineering
Energy
Computer Science
",,
"Boggiano, Andrew C.",57220082727,4,"Chemistry
Medicine
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Boling, Bryan K.",56946703200,4,"Engineering
Earth and Planetary Sciences
Materials Science
",,
"Bong, Sistania M.",57211639304,4,"Medicine
Biochemistry, Genetics and Molecular Biology
Computer Science
Multidisciplinary
",,
"Bonner, Matthew N.",36117789400,4,"Computer Science
Mathematics
Medicine
",,
"Boote, Bikram",57220804935,4,"Computer Science
Mathematics
Engineering
Energy
",,
"Bopp, Andrew T.",56206097100,4,"Physics and Astronomy
Energy
Engineering
",,
"Bostwick, David E.",57215457652,4,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
",,
"Boyd, Rachel",57192871370,4,"Computer Science
Mathematics
Psychology
Social Sciences
Neuroscience
",,
"Bozan, Anil E.",56245188900,4,"Engineering
Mathematics
Computer Science
",,
"Bradford, J. M.",7103311929,4,"Engineering
Physics and Astronomy
Materials Science
",,
"Bray, Marcus S.",57193925577,4,"Agricultural and Biological Sciences
Medicine
Earth and Planetary Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Breece, J. L.",16035803300,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
",,
"Brewer, Dylan",57218097064,4,"Engineering
Energy
Economics, Econometrics and Finance
Environmental Science
Social Sciences
",,
"Brinckerhoff, Adam T.",25638180900,4,"Engineering
Earth and Planetary Sciences
Mathematics
",,
"Brink, Hannah Maxine",57194275136,4,"Biochemistry, Genetics and Molecular Biology
Materials Science
Immunology and Microbiology
Multidisciplinary
Chemical Engineering
Engineering
Neuroscience
",,
"Brittain, Alex D.",56185695100,4,"Materials Science
Chemical Engineering
Chemistry
Energy
Environmental Science
",,
"Brittain, Henri A.",7006610848,4,"Medicine
Engineering
",,
"Broniec, William",57219523148,4,"Computer Science
Mathematics
Arts and Humanities
",,
"Brooks, Ralph",57196544836,4,"Engineering
Social Sciences
",,
"Brown, John L.",56169459300,4,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
Engineering
",,
"Brown, Michael",57213753791,4,"Energy
Environmental Science
",,
"Brown, Stephen M.",55712908700,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Environmental Science
",,
"Bruce, Kathryn L.",36626950800,4,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
",,
"Budianto, Irene A.",6506838393,4,"Engineering
Earth and Planetary Sciences
",,
"Bukharin, Alexander W.",57219742576,4,"Engineering
Computer Science
Physics and Astronomy
Mathematics
Medicine
",,
"Bulgakova, Margarita A.",6602732133,4,"Neuroscience
Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Bulsara, V. N.",6602114847,4,"Engineering
Materials Science
Chemical Engineering
",,
"Bumpensanti, Pornpawee",57217280460,4,"Computer Science
Decision Sciences
Business, Management and Accounting
",,
"Buntin, Parker",57202641822,4,"Materials Science
Physics and Astronomy
Energy
Environmental Science
Chemistry
Engineering
",,
"Burg, Cécile M.",8446493900,4,"Engineering
",,
"Burnham, Archie C.",7005464648,4,"Social Sciences
Engineering
",,
"Burrell, Andrew I.",57436563100,4,"Engineering
Energy
Social Sciences
",,
"Buser, Whitney",48461105600,4,"Economics, Econometrics and Finance
Social Sciences
Psychology
Business, Management and Accounting
",,
"Bush, Albert",37080293000,4,"Mathematics
Computer Science
",,
"Cai, Siyao",57819082100,4,"Energy
Engineering
Computer Science
Mathematics
Business, Management and Accounting
",,
"Cai, Xuqing",57221764738,4,"Materials Science
Chemistry
Chemical Engineering
Energy
Engineering
Medicine
",,
"Cai, Yang",36836070000,4,"Chemistry
Physics and Astronomy
Materials Science
Chemical Engineering
",,
"Cakmak, Sait",57219762492,4,"Computer Science
Mathematics
Engineering
",,
"Calaway, Paul K.",16054081500,4,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Çalişkan, Fatma",57188871152,4,"Engineering
Computer Science
Physics and Astronomy
",,
"Callahan, Patrick",42460909400,4,"Earth and Planetary Sciences
Engineering
Physics and Astronomy
Energy
",,
"Campbell, Jessica L.",57223955142,4,"Medicine
Psychology
Neuroscience
Social Sciences
",,
"Campiglia, Gabrielle Conrad",57210986230,4,"Medicine
",,
"Campos, Miguel R.",57369514400,4,"Engineering
Business, Management and Accounting
Decision Sciences
",,
"Cao, Jianting",55478068000,4,"Computer Science
Mathematics
",,
"Caputo, Alexander N.",57680781500,4,"Materials Science
Engineering
Energy
Physics and Astronomy
Mathematics
",,
"Carbajal, Darwin A.",57224568904,4,"Computer Science
Engineering
Medicine
Neuroscience
",,
"Carderera, Alejandro",57219584075,4,"Computer Science
Engineering
Mathematics
Decision Sciences
",,
"Carlise, Joseph R.",9234674200,4,"Materials Science
Chemistry
",,
"Carmichael, Carol",7005188349,4,"Engineering
Mathematics
Computer Science
Chemical Engineering
",,
"Carrier, Allen M.",15125598300,4,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Carroll, David L.",57191006266,4,"Biochemistry, Genetics and Molecular Biology
Arts and Humanities
",,
"Carroll, Karen",55431633900,4,"Computer Science
Engineering
Business, Management and Accounting
Chemical Engineering
Social Sciences
",,
"Carson, Bradley E.",15044143700,4,"Chemistry
Materials Science
Chemical Engineering
",,
"Carter, W. C.",7202493957,4,"Materials Science
Chemical Engineering
",,
"Castillo, Mario J.",57212795300,4,"Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
",,
"Caston, Terry B.",36132868300,4,"Energy
Engineering
Chemistry
Materials Science
",,
"Cauffiel, David A.",6508349375,4,"Business, Management and Accounting
Psychology
Materials Science
Engineering
Decision Sciences
",,
"Cause, Anthony J.",8386540100,4,"Engineering
Computer Science
",,
"Cavazos, Amanda R.",56976251800,4,"Environmental Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
Engineering
Chemistry
Medicine
",0000-0001-5563-7656,
"Cazenave, Timothée",53881073700,4,"Engineering
Physics and Astronomy
",,
"Ceiler, M. F.",6506186277,4,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Energy
",,
"Cerully, Laura B.",35195373400,4,"Materials Science
Engineering
Physics and Astronomy
",,
"Cha, Kyungduck",7102837720,4,"Engineering
Mathematics
Computer Science
",,
"Chaisilwattana, Napol",24775425900,4,"Physics and Astronomy
Engineering
",,
"Chakrabortty, Tuhin",57209173519,4,"Physics and Astronomy
Medicine
Multidisciplinary
Mathematics
",,
"Chandrasekaran, Ruthvik",57213676424,4,"Engineering
Materials Science
",,
"Chang, Jonathan",57219718076,4,"Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
Engineering
Multidisciplinary
",,
"Chang, Patrick S.",55619664800,4,"Biochemistry, Genetics and Molecular Biology
",,
"Chang, Robert C.",36569918200,4,"Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Medicine
Neuroscience
",,
"Chang, Seungeun",55756112900,4,"Arts and Humanities
Social Sciences
Computer Science
Physics and Astronomy
Mathematics
Health Professions
",,
"Chang, Yanling",16303171100,4,"Materials Science
Physics and Astronomy
Engineering
",,
"Charney, Reagan",32867472600,4,"Chemistry
Chemical Engineering
Engineering
Social Sciences
",,
"Chaudhry, Aneese F.",26431212000,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"Chen, Carmen",57219330864,4,"Computer Science
Chemistry
Materials Science
Physics and Astronomy
Chemical Engineering
Engineering
Medicine
",,
"Chen, F.",56172931100,4,"Engineering
",,
"Chen, Jiangning",57207117730,4,"Computer Science
Engineering
Decision Sciences
Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
Business, Management and Accounting
Materials Science
Chemical Engineering
",,
"Chen, Junhe",57359790500,4,"Materials Science
Chemistry
Physics and Astronomy
Energy
Chemical Engineering
Multidisciplinary
Medicine
",,
"Chen, K. L.",57221113965,4,"Engineering
",,
"Chen, Michael C.",57820126600,4,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Multidisciplinary
",,
"Chen, Ted L.",7405542994,4,"Engineering
Earth and Planetary Sciences
",,
"Chen, Tianbing",9336085900,4,"Engineering
Physics and Astronomy
Materials Science
Energy
",,
"Chen, Victor",57224966414,4,"Computer Science
Medicine
",,
"Chen, Xiuqi",8218295100,4,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Chen, Yanjun",55841986000,4,"Computer Science
Mathematics
Physics and Astronomy
Materials Science
Engineering
",,
"Chen, Yuang",57221456475,4,"Engineering
Energy
Medicine
Mathematics
Computer Science
",,
"Chen, Yuchun",57142715200,4,"Materials Science
Engineering
Physics and Astronomy
",,
"Chen, Zhuo",24467305800,4,"Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Energy
Engineering
",,
"Cheng, Shing Yi",7404684706,4,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Engineering
",,
"Cheng, X. C.",25630276600,4,"Energy
Chemical Engineering
Chemistry
Physics and Astronomy
Earth and Planetary Sciences
Engineering
",,
"Cheng, Ye",57194783873,4,"Earth and Planetary Sciences
Environmental Science
Chemistry
Medicine
",,
"Cheng, Yi",57219500338,4,"Decision Sciences
Computer Science
Mathematics
Engineering
",,
"Cheng, Yiwei",36781759000,4,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
",,
"Cheung, L. D.",57197564581,4,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Cheung, Wesley",57219525234,4,"Computer Science
Engineering
Arts and Humanities
",,
"Chew, Yee Chieh Denise",39060956900,4,"Computer Science
",,
"Chiaraviglio, Lucio",6508008864,4,"Agricultural and Biological Sciences
Mathematics
",,
"Cho, Jinsoo",55474139000,4,"Chemical Engineering
Engineering
Medicine
Computer Science
",,
"Cho, Young-suk",55472195400,4,"Computer Science
Engineering
Mathematics
",,
"Choi, Dahim",57208129534,4,"Materials Science
Computer Science
Physics and Astronomy
Medicine
Mathematics
Engineering
",,
"Choi, Dongjin",57215526264,4,"Computer Science
Decision Sciences
Engineering
Physics and Astronomy
",,
"Choi, Hyun",56495876800,4,"Engineering
",,
"Choi, Joonho",55722470300,4,"Engineering
Materials Science
Medicine
",,
"Choi, Taeseop",55884707800,4,"Materials Science
Engineering
",,
"Choo, Kyunghak",57057104700,4,"Engineering
Computer Science
Mathematics
",,
"Chrit, Fatima Ezahra",57218659761,4,"Engineering
Chemical Engineering
Physics and Astronomy
Medicine
Multidisciplinary
",,
"Chrysilla, Grace Naomi",57211323525,4,"Engineering
Medicine
Computer Science
Neuroscience
",,
"Chu, Kong",16529414700,4,"Business, Management and Accounting
Environmental Science
Social Sciences
Computer Science
Decision Sciences
",,
"Chu, Yuhan",57194551723,4,"Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Social Sciences
Engineering
",,
"Chughtai, Muhammad Saad",57202505031,4,"Computer Science
Engineering
Mathematics
Physics and Astronomy
Energy
Decision Sciences
",,
"Chukwuka, Victor",57189664665,4,"Computer Science
Energy
Engineering
",,
"Chung, C. B.",7403613720,4,"Engineering
Physics and Astronomy
",,
"Clark, Robert A.",57221676930,4,"Engineering
Energy
",,
"Clear, Trustin",55907373200,4,"Computer Science
Decision Sciences
Engineering
Business, Management and Accounting
",,
"Clester, Ian",57222150650,4,"Computer Science
Engineering
",,
"Clifton, Bryce E.",57207856445,4,"Biochemistry, Genetics and Molecular Biology
Chemistry
Physics and Astronomy
",,
"Cockerill, Thomas J.",6701549070,4,"Engineering
",,
"Coletti, Alessandro",7003538686,4,"Environmental Science
Physics and Astronomy
Engineering
Materials Science
",,
"Coletti, Kristen Barbara",55336322600,4,"Engineering
",,
"Collins, Alexander R.",57220809812,4,"Engineering
Earth and Planetary Sciences
",,
"Collins, E. R.",7201612626,4,"Engineering
",,
"Combettes, Cyrille W.",57218717982,4,"Computer Science
Mathematics
Engineering
Decision Sciences
",,
"Connelly, Ciabhan L.",57202048266,4,"Computer Science
Neuroscience
",,
"Cook, Fred L.",36794958800,4,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Cooksey, Daniel",56071628200,4,"Engineering
Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Mathematics
Computer Science
",,
"Corbett, Brittany",57195506947,4,"Neuroscience
Psychology
",,
"Costa, Alex B.",57218655483,4,"Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Coulter, Wallace H.",36778774400,4,"Engineering
Chemical Engineering
",,
"Counts, William A.",57195688129,4,"Materials Science
Engineering
",,
"Craig, David Latch",16058011500,4,"Engineering
Psychology
Computer Science
",,
"Crawford, Aaron M.",54582289700,4,"Engineering
Energy
",,
"Crawford, Vernon",22987874600,4,"Physics and Astronomy
",,
"Cross, Philip A.",56341529900,4,"Engineering
",,
"Crossley, Frank Erskine",58411216500,4,"Engineering
",,
"Crotty, Gerald",57190573152,4,"Physics and Astronomy
Engineering
Materials Science
Energy
",,
"Crumley, Katherine V.",6508127586,4,"Biochemistry, Genetics and Molecular Biology
",,
"Cui, Guangchun",7102753895,4,"Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
",,
"Cullen, W. G.",57197189176,4,"Physics and Astronomy
Chemistry
Engineering
",,
"Culpepper, Sean",55805267200,4,"Engineering
Energy
Computer Science
",,
"Cusack, William F.",58520496600,4,"Medicine
Neuroscience
Psychology
Biochemistry, Genetics and Molecular Biology
",,
"Cvitanović, P.",57224749491,4,"Mathematics
Physics and Astronomy
Engineering
",,
"Czajkowski, Michael",57197846914,4,"Physics and Astronomy
Chemistry
Medicine
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",,
"Damani, Manoj",6603106427,4,"Engineering
Materials Science
Physics and Astronomy
",,
"Damle, Shilpa",7005717235,4,"Materials Science
Chemical Engineering
Environmental Science
Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Damodaran, S.",7006258648,4,"Materials Science
Chemical Engineering
Engineering
Agricultural and Biological Sciences
",,
"Dark, Jason",57193322867,4,"Physics and Astronomy
Engineering
Materials Science
",,
"Darling, Cale M.",56301518300,4,"Social Sciences
Engineering
Neuroscience
Psychology
",,
"Darsey, Jonathan P.",57214602068,4,"Social Sciences
Economics, Econometrics and Finance
Arts and Humanities
",0000-0003-3888-5660,
"Dartora, Vanessa F.C.",57261503100,4,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Das, Abhiram",56095104200,4,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Dasher, Benjamin J.",56718033100,4,"Engineering
Social Sciences
",,
"D'Avila, Ronaldo L.",6603419897,4,"Environmental Science
Energy
",,
"Davis, Andrew",57213148606,4,"Earth and Planetary Sciences
",,
"Davis, Dearl Keith",24744128100,4,"Chemistry
Physics and Astronomy
Medicine
Energy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Engineering
Health Professions
",,
"Dawson, James Byron",16033850400,4,"Chemistry
",,
"Day, Jason A.",36841505600,4,"Computer Science
Social Sciences
Engineering
Business, Management and Accounting
",,
"de Silva, Veronica",6601966484,4,"Chemistry
Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"de Tenorio, Cyril",36598273200,4,"Engineering
Earth and Planetary Sciences
Materials Science
",,
"Dean-Ruzicka, Rachel",55452283400,4,"Social Sciences
Arts and Humanities
Environmental Science
Agricultural and Biological Sciences
",,
"Decker, Kenneth H.",57219466241,4,"Engineering
Energy
",,
"deGroot, Wilhelmus A.",7003437845,4,"Engineering
Energy
",,
"DeLeon, Christopher",51663278100,4,"Computer Science
Mathematics
Engineering
",,
"Delude, Coleman",57226716942,4,"Physics and Astronomy
Engineering
Computer Science
",,
